submission_id	author_name	collection_date	elev_0	elev_1	env_package	geo_loc_name	geo_loc_name_normalized	lat_lon_0	lat_lon_1	samp_name	source_mat_id
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_6_0_D2	SPRUCE_6_0_D2
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_6_0_D5	SPRUCE_6_0_D5
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_6_0_D7	SPRUCE_6_0_D7
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_13_4.5_D2	SPRUCE_13_4.5_D2
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_13_4.5_D5	SPRUCE_13_4.5_D5
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_13_4.5_D7	SPRUCE_13_4.5_D7
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_17_9_D2	SPRUCE_17_9_D2
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_17_9_D5	SPRUCE_17_9_D5
09e9ba17-9cfc-4162-b8d3-988092385c81	Taylor Portman	2016-08-23	418	meter	soil	USA: Minnesota, Grand Rapids	usa minnesota grand rapids	47.51968459947402	-93.4598339190505	SPRUCE_17_9_D7	SPRUCE_17_9_D7
085bd65e-f58e-4573-b412-561784cf06fd		2014-04-24	1500	m	soil	USA: State of Hawaii, Kilauea Volcano	usa state of hawaii kilauea volcano	19.389305	-155.2485	qiita_sid_13114:13114.king.27.s010	NMDC:SAMEA7723903
