slot	class	aliases	annotations	aev	apu	ao	comments	description	examples	identifier	in_subset	maximum_value	minimum_value	mixin	multivalued	notes	pattern	range	recommended	required	slot_uri	string_serialization	structured_pattern	title	todos
> slot	class	aliases	ignore	annotations	annotations	annotations	comments	description	examples	identifier	in_subset	maximum_value	minimum_value	mixin	multivalued	notes	pattern	range	recommended	required	slot_uri	string_serialization	structured_pattern	title	todos
>		"internal_separator: ""|"""		inner_key: expected_value	inner_key: preferred_unit	inner_key: occurrence	"internal_separator: ""|"""		"internal_separator: ""|"""		"internal_separator: ""|"""					"internal_separator: ""|"""									"internal_separator: ""|"""
air_data								aggregation slot relating air data collections to a SampleData container							true			AirInterface							
biofilm_data								aggregation slot relating biofilm data collections to a SampleData container							true			BiofilmInterface							
built_env_data								aggregation slot relating built_env data collections to a SampleData container							true			BuiltEnvInterface							
emsl_data								aggregation slot relating emsl data collections to a SampleData container							true			EmslInterface							
hcr_cores_data								aggregation slot relating hcr_cores data collections to a SampleData container							true			HcrCoresInterface							
hcr_fluids_swabs_data								aggregation slot relating hcr_fluids_swabs data collections to a SampleData container							true			HcrFluidsSwabsInterface							
host_associated_data								aggregation slot relating host_associated data collections to a SampleData container							true			HostAssociatedInterface							
jgi_mg_data								aggregation slot relating jgi_mg data collections to a SampleData container							true			JgiMgInterface							
jgi_mt_data								aggregation slot relating jgi_mt data collections to a SampleData container							true			JgiMtInterface							
misc_envs_data								aggregation slot relating misc_envs data collections to a SampleData container							true			MiscEnvsInterface							
plant_associated_data								aggregation slot relating plant_associated data collections to a SampleData container							true			PlantAssociatedInterface							
sediment_data								aggregation slot relating sediment data collections to a SampleData container							true			SedimentInterface							
soil_data								aggregation slot relating soil data collections to a SampleData container							true			SoilInterface							
wastewater_sludge_data								aggregation slot relating wastewater_sludge data collections to a SampleData container							true			WastewaterSludgeInterface							
water_data								aggregation slot relating water data collections to a SampleData container							true			WaterInterface							
dh_section								dh_section grouping slot																	
emsl_section								placeholder																EMSL	
jgi_metagenomics_section								placeholder																JGI-Metagenomics	
jgi_metatranscriptomics_section								placeholder																JGI-Metatranscriptomics	
mixs_core_section								placeholder																MIxS Core	
mixs_inspired_section								placeholder																MIxS Inspired	
mixs_investigation_section								placeholder																	
mixs_modified_section								placeholder																MIxS (modified)	
mixs_nassf_section								placeholder																	
mixs_section								placeholder																MIxS	
sample_id_section								placeholder																Sample ID	
abs_air_humidity		absolute air humidity		measurement value	gram per gram, kilogram per kilogram, kilogram, pound	1		Actual mass of water vapor - mh20 - present in the air water vapor mixture	9 gram per gram						false			string			MIXS:0000122			absolute air humidity	
add_recov_method		secondary and tertiary recovery methods and start date		enumeration;timestamp		1		"Additional (i.e. Secondary, tertiary, etc.) recovery methods deployed for increase of hydrocarbon recovery from resource and start date for each one of them. If ""other"" is specified, please propose entry in ""additional info"" field"	Polymer Addition;2018-06-21T14:30Z						false			string			MIXS:0001009			secondary and tertiary recovery methods and start date	
additional_info		additional info		text		1		Information that doesn't fit anywhere else. Can also be used to propose new entries for fields with controlled vocabulary							false			string			MIXS:0000300	{text}		additional info	
address		address		value		1		The street name and building number where the sampling occurred.							false			string			MIXS:0000218	{integer}{text}		address	
adj_room		adjacent rooms		room name;room number		1		List of rooms (room number, room name) immediately adjacent to the sampling room							false			string			MIXS:0000219	{text};{integer}		adjacent rooms	
aero_struc		aerospace structure		enumeration		1		Aerospace structures typically consist of thin plates with stiffeners for the external surfaces, bulkheads and frames to support the shape and fasteners such as welds, rivets, screws and bolts to hold the components together	plane						false			string			MIXS:0000773	[plane|glider]		aerospace structure	
agrochem_addition		history/agrochemical additions		agrochemical name;agrochemical amount;timestamp	gram, mole per liter, milligram per liter	m		Addition of fertilizers, pesticides, etc. - amount and time of applications	roundup;5 milligram per liter;2018-06-21						false			string			MIXS:0000639	{text};{float} {unit};{timestamp}		history/agrochemical additions	
air_PM_concen		air particulate matter concentration		particulate matter name;measurement value	micrograms per cubic meter	m		Concentration of substances that remain suspended in the air, and comprise mixtures of organic and inorganic substances (PM10 and PM2.5); can report multiple PM's by entering numeric values preceded by name of PM	PM2.5;10 microgram per cubic meter						false			string			MIXS:0000108	{text};{float} {unit}		air particulate matter concentration	
air_temp		air temperature		measurement value	degree Celsius	1		Temperature of the air at the time of sampling	20 degree Celsius						false			string			MIXS:0000124			air temperature	
air_temp_regm		air temperature regimen		temperature value;treatment interval and duration	meter	m		Information about treatment involving an exposure to varying temperatures; should include the temperature, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include different temperature regimens	25 degree Celsius;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M						false			string			MIXS:0000551	{float} {unit};{Rn/start_time/end_time/duration}		air temperature regimen	
al_sat		extreme_unusual_properties/Al saturation		measurement value	percentage	1		Aluminum saturation (esp. For tropical soils)							false			string			MIXS:0000607			extreme_unusual_properties/Al saturation	
al_sat_meth		extreme_unusual_properties/Al saturation method		PMID,DOI or URL		1		Reference or method used in determining Al saturation							false			string			MIXS:0000324	{PMID}|{DOI}|{URL}		extreme_unusual_properties/Al saturation method	
alkalinity		alkalinity		measurement value	milliequivalent per liter, milligram per liter	1		Alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate	50 milligram per liter						false			string			MIXS:0000421			alkalinity	
alkalinity_method		alkalinity method		description of method		1		Method used for alkalinity measurement	titration						false			string			MIXS:0000298	{text}		alkalinity method	
alkyl_diethers		alkyl diethers		measurement value	mole per liter	1		Concentration of alkyl diethers	0.005 mole per liter						false			string			MIXS:0000490			alkyl diethers	
alt		altitude		measurement value				Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth's surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air	100 meter						false			string			MIXS:0000094			altitude	
aminopept_act		aminopeptidase activity		measurement value	mole per liter per hour	1		Measurement of aminopeptidase activity	0.269 mole per liter per hour						false			string			MIXS:0000172			aminopeptidase activity	
ammonium		ammonium		measurement value	micromole per liter, milligram per liter, parts per million	1		Concentration of ammonium in the sample	1.5 milligram per liter						false			string			MIXS:0000427			ammonium	
ammonium_nitrogen		ammonium_nitrogen|NH4-N		measurement value	mg/kg	1		Concentration of ammonium nitrogen in the sample	2.3 mg/kg						false			string						ammonium nitrogen	
amount_light		amount of light		measurement value	lux, lumens per square meter	1		The unit of illuminance and luminous emittance, measuring luminous flux per unit area							false			string			MIXS:0000140			amount of light	
analysis_type								Select all the data types associated or available for this biosample	metagenomics; metabolomics; proteomics						true			analysis_type_enum	true					analysis/data type	
ances_data		ancestral data		free text		1		Information about either pedigree or other ancestral information description (e.g. parental variety in case of mutant or selection), e.g. A/3*B (meaning [(A x B) x B] x B)	A/3*B						false			string			MIXS:0000247	{text}		ancestral data	
annual_precpt		mean annual precipitation		measurement value	millimeter	1		The average of all annual precipitation values known, or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps.							false			string			MIXS:0000644			mean annual precipitation	
annual_temp		mean annual temperature		measurement value	degree Celsius	1		Mean annual temperature	12.5 degree Celsius						false			string			MIXS:0000642			mean annual temperature	
antibiotic_regm		antibiotic regimen		antibiotic name;antibiotic amount;treatment interval and duration	milligram	m		Information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple antibiotic regimens	penicillin;5 milligram;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M						false			string			MIXS:0000553	{text};{float} {unit};{Rn/start_time/end_time/duration}		antibiotic regimen	
api		API gravity		measurement value	degrees API	1		API gravity is a measure of how heavy or light a petroleum liquid is compared to water (source: https://en.wikipedia.org/wiki/API_gravity) (e.g. 31.1° API)							false			string			MIXS:0000157			API gravity	
arch_struc		architectural structure		enumeration		1		An architectural structure is a human-made, free-standing, immobile outdoor construction	shed						false			arch_struc_enum			MIXS:0000774			architectural structure	
aromatics_pc		aromatics wt%		name;measurement value	percent	1		Saturate, Aromatic, Resin and Asphaltene (SARA) is an analysis method that divides crude oil components according to their polarizability and polarity. There are three main methods to obtain SARA results. The most popular one is known as the Iatroscan TLC-FID and is referred to as IP-143 (source: https://en.wikipedia.org/wiki/Saturate,_aromatic,_resin_and_asphaltene)							false			string			MIXS:0000133	{text};{float} {unit}		aromatics wt%	
